Label;year
W2019340438;2006
W2034535019;2002
W2034755429;2007
W2064305091;2010
W2086245635;1998
W2089834504;2009
W2095824442;2008
W2136434502;2009
W2155115906;1996
W2165897719;2010
W2340182025;2008
W2417869076;1998
W2595430035;2020
W2605867296;2020
W2610936577;2020
W2617816638;2020
W2619856102;2020
W2730934167;1994
W938436063;2017
W1878531673;2009
W1944935779;2015
W2029990597;2014
W2053572391;2012
W2114524809;2009
W2557262109;2016
W2771906868;2017
W170049041;2011
W2150658859;2005
W2060857250;1994
W2133672655;2008
W3009981953;2018
W1530997910;2007
W2115458957;2015
W1949094087;2002
W1509149194;1998
W1971786180;1989
W1984349935;1994
W2077246091;1988
W3002075772;1994
W3005574779;1988
W3016095535;1989
W2016987853;1995
W2045220491;1993
W2059102676;1992
W2023458521;1976
W341976058;1974
W2016973824;1971
W2045226773;2004
W137529221;2000
W143011093;2000
W1857482765;1999
W2020468753;2000
W2327893530;2002
W3147940169;2003
W4247709187;2001
W2070454323;2014
W221952222;1994
W1550603886;2011
W2089587434;2008
W1940215497;2005
W1961605282;2000
W2135082548;2007
W2141574364;2007
W2170028911;1997
W2185393804;2020
W3144881171;1996
W2208243262;2007
W197865610;2006
W2066013158;2002
W2511343005;2016
W1968020723;2008
W1968418546;2012
W2005828718;2012
W2031955776;2000
W2032069053;2013
W2036093764;1996
W2091086846;1989
W2092877058;2015
W2094103988;2009
W2148040536;2005
W4255503553;2009
W3037394444;2020
W1984759548;2005
W2032795057;2013
W2129977736;2005
W2533481197;2016
W2621958287;2017
W3026509280;2020
W1765485395;2015
W1963607654;2014
W1964389763;2015
W1981685978;1995
W1992882749;2014
W2007888849;1988
W2009272736;2014
W2014482139;2012
W2031846031;2009
W2052005510;2012
W2057473279;2007
W2075985361;1998
W2090239743;2007
W2095663691;2015
W2108760211;2013
W2132862288;2010
W2157023667;2010
W2161454601;2008
W2171028346;2009
W2212325459;2017
W2305660949;2016
W2308784110;2015
W2469249579;2015
W2479621467;2016
W2593608120;2018
W2789611378;2018
W2890090961;2018
W2902138125;2018
W2909848243;2019
W2947559687;2019
W2052843619;2008
W2035940626;2005
W3090654395;2020
W863710164;2015
W1968745205;2009
W1991141401;2014
W2023810329;1992
W2060034814;2013
W2066137394;2015
W2068189518;2007
W2118840959;2012
W2508742272;2016
W2609669280;2017
W2618991825;1997
W2752842281;2017
W2807436247;2018
W2889049557;2019
W2929665746;2019
W2985091720;2019
W3021943497;2020
W3025418007;2020
W3037923538;2020
W1893725409;1992
W2734007079;2017
W1255719724;1998
W1600393059;2010
W1604845653;1997
W1934414817;2012
W1952026749;2011
W1991370396;1997
W2014657102;2004
W2085170478;2006
W2097844336;2008
W2101163940;2008
W2110380359;2011
W2232141626;2008
W3000622266;['']
W2283316869;2012
W2809857212;2018
W2964658397;2020
W121582076;2003
W1852971241;2003
W1986794574;1995
W2273775875;2003
W2313578790;2002
W1999452660;1999
W3118347071;2021
W577636889;2015
W1464604351;2015
W1975642178;2012
W2174563696;2016
W2520686204;2016
W2763531799;2018
W2913294229;2019
W2764235393;2018
W3184360216;2021
W149097362;2012
W1504818606;2015
W1521528155;2011
W1784477253;2004
W1927768466;2011
W1971904315;2010
W1989778904;2003
W1995736844;2011
W2005256227;2014
W2005880885;2002
W2008391882;2012
W2022337613;2014
W2029367773;2012
W2035280915;2005
W2044867137;2013
W2047508072;2015
W2061449426;2006
W2069275117;2010
W2091448591;2010
W2108675682;2004
W2122017950;2014
W2127101125;2006
W2138120754;2013
W2162020632;2005
W2170486810;2005
W2532272278;2016
W2574758868;2017
W2576302906;2017
W2759596001;2017
W2784686451;2017
W2790455619;2018
W2797267599;2018
W2815135639;2018
W2892052248;2020
W2938345754;2020
W2945070866;2020
W2947496044;2019
W2949989503;2020
W2964143296;2019
W3042407642;2020
W1510663488;2012
W2022742644;2002
W2344709005;2016
W4230440891;2008
W937295943;2007
W1971629911;2010
W2116115674;2008
W2490601976;2005
W2044450226;2008
W3041140926;2020
W2212441473;2015
W2313339486;2016
W2315892356;2016
W2329418101;2016
W2465443387;2016
W2551134436;2016
W2588880323;2017
W2801829489;2020
W2851898660;2019
W2901420813;2019
W2924094141;2019
W2943288038;2019
W2943960120;2019
W2945211745;2019
W4247194329;2003
W3170590369;2021
W1487301357;2011
W1983774732;2013
W1998330958;2009
W2053611287;2014
W2076420047;2010
W2227648886;2016
W2518465553;2017
W2566644486;2015
W2605360632;2017
W2618774198;2017
W2754799758;2018
W2784624049;2018
W2964801388;2020
W2980474175;2019
W3006189633;2020
W3006646371;2020
W3010034372;2020
W3025345763;2020
W3031244784;2020
W3031631987;2020
W3032434536;2020
W3033803785;2020
W3133526286;2021
W3206708351;2014
W2338822512;2016
W3115781107;2021
W1891793563;2012
W1967634100;1988
W1980848950;2006
W2018485708;2015
W2040021513;2013
W2045779583;2015
W2053534403;2009
W2056769907;2008
W2079964619;2012
W2095105259;2013
W2107188909;2013
W2111990494;2011
W2116544216;2014
W2120154259;2007
W2124952865;2006
W2126523750;2003
W2140971489;2003
W2141216835;2002
W2143960597;2006
W2156435103;1999
W2157342167;2007
W2164995281;2007
W2169865413;2015
W2170942400;2009
W2269884609;2016
W2409832138;2015
W2425427576;2017
W2461306364;2016
W2606153616;2017
W2755918670;2017
W2765093458;2018
W2792719112;2018
W2811189464;2018
W2814425563;2018
W2893736811;2018
W2896851777;2018
W2937185288;2019
W2945051361;2019
W2964129968;2019
W2969755620;2019
W2979391008;2020
W2980353947;2019
W2984822823;2019
W2990247485;2020
W3005690630;2020
W3032944431;2020
W3035806589;2020
W4233076037;2019
W4242768342;1971
W4224750719;2022
W1970496636;2007
W1971627425;2008
W2066815131;1983
W2088855973;2015
W2108617939;2014
W2140340863;1982
W2304943596;2016
W2510183058;2016
W2615159431;2017
W2761357086;2017
W2921265810;2018
W2979506977;2020
W3033741658;2020
W3038785030;2020
W3111007586;2020
W3119760210;2021
W1912153784;2010
W1992996348;2012
W2101636799;2013
W2133421346;2009
W2771724581;2017
W2985868195;2020
W2015908698;2006
W2768880409;2017
W3040786768;2020
W1800805410;2014
W1969604848;2006
W1981157555;2012
W1985274578;2010
W1999380973;2011
W2050791284;2009
W2054612056;2002
W2249132585;2017
W2460645478;2017
W2467178060;2017
W2491095589;2016
W2519960837;2016
W2767535643;2018
W2809022452;2018
W2943614450;2019
W2946382690;2019
W3169933454;2021
W2583371247;2017
W2803384964;2018
W2900898422;2017
W2921858093;2019
W3091820809;2020
W3036943044;2020
W2114715341;2017
W2118103823;1991
W2158658315;2011
W2414964599;2015
W2619852594;2015
W2797234186;2018
W3036249151;2020
W3036319024;2020
W3064007917;2020
W263848042;2015
W2140616269;2002
W2742162699;2017
W2883993749;2018
W2899357855;2019
W2906845743;2019
W2914788627;2019
W2942258534;2019
W3025722329;2020
W2152851622;2007
W1976279970;2004
W2057230262;2015
W2079302356;2013
W2081210368;1995
W2754307408;2018
W2785401051;2017
W2792831977;2018
W2914990143;2019
W2968432405;2020
W2979575782;2019
W2998486965;2020
W3006308831;2020
W3006792418;2020
W3006954089;2020
W3037491405;2020
W3082302587;2020
W3120775682;2021
W3123978073;2021
W3168803087;2021
W3172934695;2021
W3193476972;2021
W3200745294;2021
W4200295089;2022
W2165101375;2012
W27795642;2010
W176497858;2006
W1987803998;2009
W2292458575;2016
W2755121949;2017
W2912074411;2014
W1520488415;2007
W1973225923;2011
W2002727933;2011
W2003754762;2009
W2014792538;2015
W2075116521;2005
W2084318913;2008
W2105378416;2005
W2135336109;2010
W2156198657;2000
W2164936676;2012
W2378948254;2016
W2583830766;2017
W1985434604;2003
W2021948225;1997
W2063913760;2003
W2168064314;2003
W2810011645;2018
W2940533516;2019
W2940887718;2019
W2941350108;2019
W2085984666;2007
W1589656609;1997
W2802657218;2018
W2999726500;2020
W2034951744;2014
W2046016569;2014
W2047528855;2006
W2623703952;2018
W2991464459;2019
W1598048033;1988
W2489479039;2003
W2027607972;2012
W2040103035;2007
W2040665176;2013
W2083432076;1999
W2726898283;2017
W2888555331;2018
W2936664308;2019
W2944723821;2019
W2955654652;2019
W2972078012;2020
W2989982371;2020
W3010389961;2020
W3017210932;2021
W3036883863;2020
W3186117723;2022
W63014997;2014
W1979418040;1965
W1988109027;2002
W2038293855;2011
W2091351111;2011
W2179951287;2016
W2488445529;2014
W2504899664;2012
W2626934295;2017
W2799514378;2018
W2889994723;2019
W2921503368;2019
W2964481902;2019
W2976918533;2019
W4211206178;2020
W4230682540;2014
W4236008106;2020
W4244286630;2018
W4244521857;2020
W4250498525;2020
W4254593004;2016
W2120220258;2010
W2132236081;1996
W2147777262;2003
W2149850747;2009
W2333175116;2010
W2615029443;2017
W3186268751;2020
W2911884332;2016
W2096600298;1994
W2524422958;2016
W2886552903;2018
W2900297277;2018
W2901035237;2018
W2921057247;2019
W2921896553;2019
W3027146835;2020
W3036724742;2020
W3042655560;2020
W3090617251;2020
W3112250639;2020
W3124903909;2021
W3149984269;2021
W3154817514;2021
W3194121708;2021
W3195886875;2021
W3202661668;2021
W3204589918;2021
W3215865284;2021
W4200463532;2021
W4220856280;2022
W4240984113;2011
W2597265049;2017
W2613232953;2017
W3003607247;2019
W3010943050;2019
W3021097135;2020
W3048596872;2020
W3111565800;2020
W3123316379;2020
W3177618493;2021
W3209692680;2022
W3215801526;2021
W2279879817;2015
W2905228674;2018
W3086129995;2020
W3112910051;2020
W3113254139;2020
W3121182857;2021
W1883573204;2001
W2074933656;2014
W2433695469;2016
W2793278146;2018
W2794495222;2018
W2887345597;2018
W2960690076;2019
W2995065029;2020
W3036764909;2020
W3080457594;2020
W3134603581;2021
W3145351892;2021
W3155894865;2021
W3157575603;2021
W3163246870;2021
W3179718427;2021
W3185652689;2021
W3191913057;2021
W3205468754;2022
W3216273271;2021
W4200344160;2022
W4214496029;2022
W4214718511;2022
W4214727690;2022
W4220658466;2022
W4281260351;2022
W4281653211;2022
W4282974784;2022
W4289131263;2022
W4290987651;2022
W4291163435;2022
W4291178291;2022
W4292136409;2022
W4292343536;2022
W4312057359;2022
W4313216075;2022
W1775023119;2015
W2115091003;2008
W2408535389;2016
W2624102804;2017
W2751904527;2018
W2759368202;2017
W2890276836;2019
W2890377397;2018
W2903049825;2019
W2909329017;2019
W2968091587;2020
W2993371666;2019
W3032670831;2020
W3160425030;2021
W3165608755;2021
W4256419459;2006
W4310680363;2022
W120540118;2007
W614562418;1995
W1582976746;2006
W2106482668;2005
W2166744687;2002
W1529024143;2013
W2182890090;2016
W2331057000;2016
W2768515196;2018
W2131648781;2003
W4238483711;1998
W2164599981;1989
W1976518595;2005
W414881495;2010
W2031154473;2005
W2006840382;2009
W186447774;2001
W600738796;2007
W641178932;1991
W1518870949;2008
W1908397854;2002
W1927291718;2003
W2039701228;1988
W2056063741;1992
W2061137514;2004
W2071775050;1999
W2072404599;1980
W2123342018;2002
W2133831803;1991
W2152821172;2004
W2511174192;2007
W2907602543;2005
W3021027209;2002
W2136881575;2008
W2264176267;2008
W234670605;2000
W2604353527;2020
W1501710575;2002
W2024972552;2008
W2128436614;1998
W2290034550;2016
W1899444288;2002
W2029052012;1980
W2033741222;1993
W2101242150;1993
W2107735082;2011
W2129775515;2003
W2122216628;2011
W2163930749;2008
W2888230108;2018
W40146600;2007
W1964464182;2010
W2186320523;2008
W2157904933;1952
W1979770022;2015
W1968288110;2002
W1998281197;1997
W2018926543;1994
W2060180041;2004
W2082849083;1982
W2099420507;1996
W2103024059;1986
W2150871499;2007
W2920248742;2012
W4243884945;1980
W603923485;2003
W2909916832;2018
W1542168719;2015
W1996550538;2008
W2030322733;2007
W2033448276;2013
W2062277119;2000
W2071548041;2001
W2122469301;2002
W2123113709;2010
W2129936729;2015
W2272806019;2015
W2489310923;2006
W2567490654;2017
W2622063071;2016
W2753943526;2017
W2759462870;2017
W2777004161;2017
W2730438047;2017
W1498530506;2014
W1550950457;2012
W1616297879;2014
W2006961916;2014
W2109345701;2008
W2124417107;2015
W2262899948;2016
W4301164596;2014
W117886598;2012
W182010018;2000
W203921091;2005
W307354840;2009
W358503875;1991
W1558929431;2010
W1782806433;1994
W1909749213;2009
W1972677302;1988
W1979301249;2007
W1993040687;2007
W2027218407;2011
W2132440291;2005
W2153664404;2011
W2167714194;2013
W2289142964;1998
W2501349366;2008
W1593762630;1999
W2130663514;1997
W2898083518;2018
W4371184;1993
W8934934;2013
W76304920;1973
W304781357;2015
W1134140799;2016
W1498276134;2006
W1602068873;2014
W1681017331;2015
W1841582317;2015
W1974564128;1993
W1985766189;2013
W2060227770;2014
W2126498825;2007
W2139175355;2011
W2193081333;2015
W2299097612;2016
W2578675520;2016
W2585377451;2017
W2592172271;2018
W2596195754;2016
W2622569585;2017
W2736119015;2018
W2741212214;2017
W2789251457;2018
W2789346129;2018
W2790643780;2018
W2791695837;2018
W2792910789;2018
W2800206757;2018
W2810321643;2018
W2984067086;2016
W2985407745;2016
W2986298334;2016
W2987640169;2016
W2765980537;2017
W2185737177;['']
W1555279274;2013
W1980673021;2010
W2082083049;1995
W2096268132;2007
W2100022340;2013
W2139014659;2002
W2300593347;2013
W2314523087;2014
W2487447565;2015
W3003679063;2012
W2771227322;2017
W2149355902;1992
W2237566964;2015
W2051024040;2014
W2085537003;2002
W112829486;1998
W310773141;2010
W630669509;2011
W1494653134;2010
W2046930937;1992
W2129000983;2001
W2157127722;2002
W2171195291;2001
W2344862394;2016
W2081153099;2010
W2187890996;['']
W232675398;2001
W1581996674;2008
W1584465731;1998
W2101026866;1983
W2127475866;2009
W2166122358;2005
W2189084059;2004
W2335936771;2013
W3114576748;2009
W3174119062;1998
W2472699433;2015
W83228457;['']
W141808837;2002
W1482263763;2006
W1483080818;2006
W1504286746;2002
W1549602395;2009
W1577812203;2004
W1588097173;2007
W1594907794;2013
W1750665706;2006
W1872285734;2008
W2008740357;2005
W2023015909;2003
W2025184222;2007
W2038577676;2007
W2063978920;2006
W2077670139;2004
W2102202279;2006
W2105176487;2004
W2121869221;1994
W2133990217;2008
W2146984243;2007
W2159639460;2010
W2181472963;2003
W2186584528;2000
W2209705463;2007
W2340404141;2005
W2609611564;2017
W240608230;2012
W326931258;2014
W635919715;2013
W653288160;2003
W1007280192;['']
W1480352964;2014
W2057687737;2002
W2099188558;2006
W2110529160;1978
W2143651600;2011
W2605643587;2014
W1979361522;2011
W2020974969;2007
W2029973680;2008
W2052879090;2007
W2059541868;2010
W2094383685;2005
W2103572746;2009
W2105856325;2003
W2130823989;2009
W2135680983;2009
W2139847627;2008
W2142101329;2008
W2149788711;2004
W1482928945;1994
W2316374117;2001
W79023322;2012
W206722751;1996
W334422715;2008
W399647631;2007
W1490667341;2001
W1557942461;2007
W1558918634;2007
W1588466690;2017
W2963200728;2013
W2786595245;2018
W2013958559;2012
W2016966072;2007
W2981863710;2019
W2035481117;1999
W2160799190;2015
W2345328380;2016
W2465370473;2017
W2544472631;2016
W2736094589;2017
W3049618851;2018
W1997714933;2014
W1972000103;2012
W573234641;1993
W1488581198;2008
W1594650414;2002
W2004954848;1992
W2017538723;2001
W2045090088;2004
W2063263235;2003
W2112801847;1968
W2127628887;1994
W2161096329;2006
W2168107203;2001
W2558189372;2005
W3214128765;2001
W2556798205;2005
W589830011;2000
W1537890411;2002
W1879373515;2003
W2021025003;2003
W3160801287;1999
W2775268976;2017
W2789739241;2018
W594014763;2006
W1148462518;2015
W1490553148;2004
W1580070819;1994
W2230678737;2015
W2321705256;2016
W2140205964;1990
W1968981294;2008
W83980916;2007
W2050382012;2015
W63232742;1995
W99998856;1990
W166141090;1985
W353143841;2001
W594508268;2006
W1483430233;1991
W1521780399;1997
W1546068578;2001
W1667254438;2001
W1697098325;2008
W1904231878;1988
W1975978582;1996
W1982137300;1971
W1983317717;1970
W1995450313;2008
W1998998914;1975
W2001528051;1996
W2008637687;2003
W2015673008;2002
W2030439199;2002
W2042495924;2008
W2046486526;2002
W2054506994;2001
W2062228322;2011
W2074312606;2003
W2074597860;2002
W2088714959;2004
W2104924975;2008
W2120824988;2013
W2120879736;1991
W2125695374;1995
W2129999062;1997
W2130513922;1992
W2148052350;1995
W2149028807;2005
W2169742904;2001
W2280041360;2002
W2501081558;2011
W2802090499;1981
W2900238815;2002
W2185615950;2009
W1965754504;2000
W2086910384;1998
W2750295419;2015
W1545754876;1993
W1568998819;2003
W2035948079;2004
W2505620241;2008
W2142653241;2013
W2976195081;2019
W280878506;2012
W1512618164;1998
W1519385383;1990
W1551383178;2005
W1557555963;2004
W1909272695;2006
W1999796719;2011
W2090317907;2008
W2110924278;2015
W2127655886;2015
W2155549381;2005
W2157397684;2001
W2512912828;2016
W2515998226;2016
W2584837818;2008
W2982247332;2019
W1490835682;2015
W1590801242;2010
W2056148451;2015
W2090543156;2013
W2528396825;2016
W2604588586;2017
W2745915040;2017
W2768342248;2017
W2888963053;2018
W2941747712;2019
W2766004924;2017
W3084931398;2020
W1965326050;2016
W2091545891;2014
W2101657548;2015
W2127746072;2009
W2138389764;2015
W2154391947;2012
W2179928956;2015
W2318389611;2017
W2407101390;2016
W2492433214;2016
W2991672661;2020
W4244107794;1980
W3119808354;2020
W2013528978;2012
W2153743575;2007
W2184285840;['']
W2619640872;2015
W2910378410;2018
W3175780975;2021
W2267009143;2015
W2799534338;2018
W2944719443;2019
W2990825493;2019
W3024060892;2020
W3112175788;2020
W3217416454;2021
W1500544788;2009
W1922209425;2015
W1947515908;2002
W2023420358;2011
W2052151286;2013
W2076715751;1999
W2105025556;2009
W2213975215;2016
W2782118654;2017
W2883117429;2013
W2904861785;2019
W2946794756;2019
W2946972250;2019
W2982150925;2019
W2990792206;2020
W3036576566;2020
W3046792845;2020
W3093904434;2020
W3112034648;2020
W3133409145;2021
W3186500955;2021
W3197173754;2021
W4250639324;2016
W2123259390;2008
W1500043368;2014
W5262080;1995
W58719079;1999
W1506149514;2018
W1974330487;1999
W1982614526;1970
W2001472123;2005
W2002226614;2004
W2003429646;2006
W2039107914;2003
W2045474077;1970
W2046532719;2004
W2059177406;1999
W54295369;2004
W195650437;2008
W560435002;1997
W592528677;2002
W1604453996;2009
W1990689692;1994
W2062863475;2008
W2063765880;2001
W2077526384;1999
W2584326038;['']
W2139602325;2008
W1543025817;2014
W2184401354;1998
W133865354;2002
W2080910113;2002
W2100717379;2000
W2130622458;2007
W2134417307;2010
W2143767823;2009
W2473283196;2017
W2965628722;2017
W130326452;2008
W1599922864;2010
W2012449662;2007
W2022444195;1998
W2046142217;2006
W2072165308;2006
W2077454070;1999
W2123819340;2011
W1546898080;1980
W2202917064;2013
W2777132976;2011
W2911671160;2018
W1492127447;2004
W1567747366;2006
W1902925027;2003
W2004184632;1986
W2521568757;2016
W1485547557;1993
W1580499675;1981
W2106497210;2015
W2149759799;2008
W2157916067;1996
W2507293503;2016
W1926359267;2015
W1999446157;1999
W2009871751;2008
W2014167545;2014
W2060052138;2013
W2066238061;2014
W2120757883;2007
W2468142012;2015
W3018244308;2012
W595968275;2000
W960534418;2004
W2134693498;2012
W2302690131;2012
W2316266965;2007
W2404299655;2012
W2415979916;['']
W2467836700;2016
W2519952919;['']
W2613312977;2018
W2760050252;2017
W2796686442;2018
W2935794739;2019
W1535803599;1999
W1608779440;2005
W1649307794;2015
W1920373413;2013
W2533087287;2014
W2587827881;2016
W2735762752;2017
W2897767840;2016
W2945697446;2019
W2973271237;2019
W2991242288;2019
W3002671912;2020
W3022752815;2019
